name,gender,student_type,education_level,branch,study_hours,attend_hours,confidence,prefers_online_video,active_learner,sleep_hours,sleep_racing,exam_blank,overwhelm,friday_mood,self_doubt,workload_freq,goal_setting_freq,time_enough,puzzle_score,engagement,financial_stress,living_situation,phone_hours,friends_count,sgpa,atkt,has_internship,has_job,in_club,edtech_platforms,hobbies_count,social_interaction_freq,stress_base,motivation_base,social_base,digital_base,stress_level,learning_mode,at_risk_flag,gender_enc,student_type_enc,education_level_enc,branch_enc,sleep_racing_enc,friday_mood_enc,self_doubt_enc,goal_setting_freq_enc,financial_stress_enc,living_situation_enc,sleep_racing_num,goal_freq_num,digital_score,engagement_score,academic_pressure,social_score,study_efficiency,wellbeing_score
Aishwarya Jadhav,Female,School,School,BA English Literature,6,24,4,0,0,6,Sometimes,0,1,Exhausted and drained,Sometimes,1,Often,3,3,4,Comfortable,Home,3,0,9.0,0,0,0,0,2,4,3,0.263,0.794,0.357,0.844,Low,Online,0,0,3,3,1,3,1,1,2,0,0,1,3,5,28,3.0,3,0.24,14
Siddharth Singh,Male,School,School,BCA,5,18,2,0,1,7,Never,0,2,Neutral,Sometimes,2,Always,4,4,4,Moderate,Home,1,9,6.5,0,1,0,0,2,1,2,0.276,0.604,0.6,0.622,Low,Hybrid,0,1,3,3,3,1,2,1,0,2,0,0,4,3,23,7.5,11,0.2631578947368421,10
Tanvi Mane,Female,School,School,Electronics & TC,2,13,2,0,1,5,Never,1,3,Tired but okay,Sometimes,4,Often,2,4,2,Moderate,Home,3,6,5.4,0,0,0,0,3,3,1,0.615,0.314,0.871,0.245,High,Offline,0,0,3,3,7,1,4,1,2,2,0,0,3,6,16,11.6,7,0.14285714285714285,10
Deepali Salunkhe,Female,School,School,BA English Literature,4,11,3,0,1,8,Often,0,2,Exhausted and drained,"No, I believe them",1,Often,3,4,4,Comfortable,Hostel,4,8,7.4,0,0,1,0,3,4,2,0.27,0.777,0.541,0.769,Low,Hybrid,0,0,3,3,1,2,1,0,2,0,1,2,3,7,16,5.6,10,0.3333333333333333,15
Bhakti Shinde,Female,School,School,MBBS,5,15,5,1,1,8,Sometimes,0,1,Neutral,"No, I believe them",2,Always,4,3,4,Tight,PG,4,7,8.5,0,1,0,0,4,3,4,0.209,0.789,0.411,0.804,Low,Online,0,0,3,3,9,3,2,0,0,3,2,1,4,10,20,4.5,11,0.3125,16
Siddharth Nair,Male,School,School,BCA,5,10,4,1,1,6,Never,0,1,Relieved,"No, I believe them",1,Sometimes,5,2,4,Financially Struggling,Hostel,4,3,8.5,0,0,0,0,4,3,3,0.0,0.732,0.277,0.989,Low,Online,0,1,3,3,3,1,3,0,4,1,1,0,2,10,15,3.5,6,0.45454545454545453,13
Kajal Patel,Female,School,School,BCom,7,14,4,1,0,6,Often,0,2,Relieved,"No, I believe them",1,Rarely,3,3,3,Comfortable,Home,2,7,8.6,0,0,0,0,4,1,2,0.378,0.774,0.65,0.412,Medium,Offline,0,0,3,3,4,2,3,0,3,0,0,2,1,8,17,4.4,9,0.4666666666666667,11
Devesh Patel,Male,School,School,Computer Engineering,6,10,4,0,1,8,Often,0,1,Tired but okay,Sometimes,2,Sometimes,3,4,4,Tight,Hostel,4,5,7.7,0,0,0,0,2,4,1,0.344,0.475,0.542,0.65,Low,Hybrid,0,1,3,3,6,2,4,1,4,3,1,2,2,6,15,5.3,6,0.5454545454545454,16
Uday Shinde,Male,School,School,Computer Engineering,1,13,2,1,1,7,Always,1,3,Exhausted and drained,"Yes, I doubt them",4,Sometimes,1,2,5,Moderate,Relatives,3,1,5.8,0,0,1,0,4,3,4,0.652,0.254,0.747,0.353,High,Offline,1,1,3,3,6,0,1,2,4,2,3,3,2,9,19,11.2,5,0.07142857142857142,12
Jyoti Gaikwad,Female,School,School,BA English Literature,5,14,3,0,1,7,Sometimes,0,2,Tired but okay,Sometimes,1,Always,3,1,4,Moderate,Home,3,7,6.2,0,0,0,0,2,1,3,0.254,0.81,0.552,0.036,Low,Hybrid,0,0,3,3,1,3,4,1,0,2,0,1,4,5,19,6.8,10,0.3333333333333333,11
Jyoti Singh,Female,School,School,BCom,5,9,3,0,0,8,Never,0,1,Tired but okay,"No, I believe them",2,Sometimes,3,2,4,Moderate,Home,5,1,8.3,0,0,0,1,4,1,1,0.376,0.691,0.141,0.644,Medium,Hybrid,0,0,3,3,4,1,4,0,4,2,0,0,2,9,13,4.699999999999999,3,0.5,12
Uma Singh,Female,School,School,BA Psychology,5,14,4,1,1,6,Sometimes,0,1,Tired but okay,"No, I believe them",1,Always,4,4,3,Comfortable,Relatives,3,7,7.7,0,0,0,1,4,3,3,0.263,0.898,0.519,0.444,Low,Hybrid,0,0,3,3,2,3,4,0,0,0,3,1,4,9,18,4.3,11,0.3333333333333333,13
Jay Mohite,Male,School,School,MBBS,1,10,2,0,1,5,Sometimes,1,4,Exhausted and drained,Sometimes,2,Sometimes,1,3,3,Comfortable,Home,7,6,4.7,1,0,1,0,3,3,2,0.78,0.222,0.738,0.443,Critical,Offline,1,1,3,3,9,3,1,1,4,0,0,1,2,10,14,12.3,8,0.09090909090909091,10
Kajal More,Female,School,School,MBA,5,0,5,1,0,6,Sometimes,1,4,Neutral,"Yes, I doubt them",1,Rarely,2,3,2,Very Comfortable,Hostel,5,4,7.8,0,0,0,0,4,3,4,0.73,0.073,0.271,0.666,High,Online,1,0,3,3,8,3,2,2,3,4,1,1,1,11,2,7.2,8,5.0,14
Yash Patil,Male,School,School,BA English Literature,4,3,3,0,1,5,Sometimes,1,4,Exhausted and drained,Sometimes,2,Never,1,3,2,Tight,PG,5,6,8.6,0,0,1,0,2,4,2,0.579,0.276,0.547,0.147,High,Hybrid,0,1,3,3,1,3,1,1,1,3,2,1,0,7,6,7.4,8,1.0,12
Priya Joshi,Female,School,School,BA English Literature,5,14,4,1,0,5,Often,0,2,Tired but okay,Sometimes,2,Always,3,3,4,Moderate,Home,6,8,5.0,1,0,0,0,3,1,1,0.498,0.199,0.715,0.248,Medium,Offline,1,0,3,3,1,2,4,1,0,2,0,2,4,11,18,10.0,9,0.3333333333333333,10
Vidya Joshi,Female,School,School,Electronics & TC,2,10,1,1,0,4,Often,0,2,Exhausted and drained,"No, I believe them",4,Never,2,3,3,Moderate,Hostel,6,3,5.1,0,0,0,1,2,4,1,0.527,0.217,0.265,0.731,Medium,Online,0,0,3,3,7,2,1,0,1,2,1,2,0,10,13,10.9,5,0.18181818181818182,9
Vidya Gaikwad,Female,School,School,B.Sc Nursing,4,13,5,0,1,8,Sometimes,0,3,Energised,"No, I believe them",2,Often,3,4,5,Financially Struggling,Hostel,3,4,7.7,0,0,0,0,2,2,4,0.439,0.626,0.477,0.39,Medium,Hybrid,0,0,3,3,0,3,0,0,2,1,1,1,3,5,19,7.3,8,0.2857142857142857,15
Siddharth Pawar,Male,School,School,Electronics & TC,5,8,2,1,1,6,Always,1,3,Tired but okay,"Yes, I doubt them",4,Always,1,4,2,Moderate,Home,3,7,6.6,0,0,0,0,1,1,3,0.9,0.446,0.738,0.562,Critical,Hybrid,0,1,3,3,7,0,4,2,0,2,0,3,4,6,11,10.4,10,0.5555555555555556,9
Nikhil Joshi,Male,School,School,BA Psychology,2,12,2,1,1,6,Never,1,3,Relieved,"Yes, I doubt them",2,Sometimes,1,3,3,Moderate,Hostel,4,10,6.5,0,0,0,0,4,1,1,0.732,0.4,0.534,0.897,High,Hybrid,0,1,3,3,2,1,3,2,4,2,1,0,2,10,16,8.5,11,0.15384615384615385,9
Vedant More,Male,School,School,MSc Data Science,5,9,4,0,1,8,Never,0,1,Neutral,"No, I believe them",2,Often,3,3,3,Very Comfortable,Hostel,3,8,7.2,0,0,0,0,4,4,4,0.336,0.888,0.768,0.495,Low,Offline,0,1,3,3,10,1,2,0,2,4,1,0,3,7,13,5.8,12,0.5,16
Siddharth Kulkarni,Male,School,School,Mechanical Engineering,6,16,2,1,1,4,Sometimes,1,4,Neutral,Sometimes,4,Never,2,3,1,Moderate,Relatives,2,4,4.1,0,0,0,0,3,1,2,0.615,0.259,0.818,0.306,High,Offline,1,1,3,3,11,3,2,1,1,2,3,1,0,7,18,13.9,6,0.35294117647058826,7
Gaurav Sawant,Male,School,School,BA English Literature,6,22,4,1,1,7,Sometimes,0,1,Relieved,"No, I believe them",1,Often,4,4,3,Tight,Hostel,3,7,5.4,0,0,0,0,3,3,1,0.12,0.833,0.393,0.728,Low,Online,0,1,3,3,1,3,3,0,2,3,1,1,3,8,26,6.6,8,0.2608695652173913,14
Tanmay Pawar,Male,School,School,MBA,4,13,3,1,1,5,Sometimes,0,2,Neutral,"No, I believe them",2,Always,4,2,4,Tight,Home,3,8,6.2,0,0,0,0,2,3,4,0.293,0.807,1.0,0.471,Low,Offline,0,1,3,3,8,3,2,0,0,3,0,1,4,7,18,7.8,12,0.2857142857142857,11
Aishwarya Verma,Female,School,School,BCom,4,8,1,0,1,8,Sometimes,1,4,Neutral,Sometimes,4,Never,1,1,4,Very Comfortable,Home,5,3,5.4,0,0,0,1,1,4,3,0.89,0.51,0.351,0.714,Critical,Online,0,0,3,3,4,3,2,1,1,4,0,1,0,6,13,12.6,7,0.4444444444444444,13
Nikhil Patel,Male,School,School,MSc Data Science,5,10,5,1,0,8,Sometimes,0,2,Relieved,"No, I believe them",2,Sometimes,4,5,4,Tight,Hostel,4,8,9.9,0,0,0,0,2,1,4,0.115,0.545,0.584,0.543,Low,Hybrid,0,1,3,3,10,3,3,0,4,3,1,1,2,8,14,4.1,12,0.45454545454545453,14
Yash Kumar,Male,School,School,Civil Engineering,5,14,1,0,1,5,Often,1,4,Exhausted and drained,"Yes, I doubt them",2,Sometimes,2,3,2,Moderate,Hostel,7,7,6.2,0,0,0,0,4,4,1,0.725,0.146,0.624,0.228,High,Offline,1,1,3,3,5,2,1,2,4,2,1,2,2,11,17,9.8,8,0.3333333333333333,10
Yash Joshi,Male,School,School,Mechanical Engineering,4,14,5,1,1,7,Often,0,1,Tired but okay,Sometimes,2,Often,5,3,4,Financially Struggling,Home,1,3,7.3,0,0,0,0,1,3,4,0.132,0.806,0.353,0.729,Low,Online,0,1,3,3,11,2,4,1,2,1,0,2,3,4,19,5.7,7,0.26666666666666666,15
Harsh Salunkhe,Male,School,School,BA English Literature,4,10,3,0,0,7,Sometimes,0,2,Energised,Sometimes,3,Sometimes,3,2,5,Tight,Home,6,10,4.5,0,0,1,1,4,3,1,0.473,0.367,0.441,0.517,Medium,Hybrid,0,1,3,3,1,3,0,1,4,3,0,1,2,10,15,10.5,12,0.36363636363636365,13
Divya Deshmukh,Female,School,School,MBBS,4,8,3,0,1,6,Often,1,4,Energised,"Yes, I doubt them",3,Sometimes,1,2,3,Moderate,Home,6,7,7.2,0,0,0,0,4,3,3,0.649,0.697,0.726,0.363,High,Offline,0,0,3,3,9,2,0,2,4,2,0,2,2,10,12,9.8,10,0.4444444444444444,12
Aishwarya Kumar,Female,School,School,BCom,5,11,2,1,0,6,Always,1,5,Tired but okay,Sometimes,4,Rarely,1,2,2,Tight,Hostel,3,7,5.0,1,1,0,0,1,3,2,0.804,0.475,0.687,0.362,Critical,Offline,1,0,3,3,4,0,4,1,3,3,1,3,1,6,13,15.0,9,0.4166666666666667,11
Parth Sharma,Male,School,School,Civil Engineering,5,4,2,0,0,5,Often,1,4,Exhausted and drained,"Yes, I doubt them",3,Rarely,1,3,3,Very Comfortable,Relatives,5,8,4.8,0,0,0,1,1,2,2,0.728,0.651,0.562,0.113,High,Hybrid,1,1,3,3,5,2,1,2,3,4,3,2,1,6,7,12.2,11,1.0,9
Gaurav More,Male,School,School,BA Psychology,2,10,3,0,0,6,Often,1,4,Exhausted and drained,"Yes, I doubt them",4,Never,2,3,3,Comfortable,PG,4,6,4.9,1,0,0,0,4,1,1,0.715,0.527,0.409,0.818,High,Online,1,1,3,3,2,2,1,2,1,0,2,2,0,8,13,14.1,7,0.18181818181818182,10
Manish Patil,Male,School,School,BA Psychology,4,19,2,0,1,6,Sometimes,1,3,Energised,Sometimes,3,Sometimes,3,3,2,Tight,Home,4,0,5.5,0,0,1,0,2,2,3,0.669,0.381,0.318,0.862,High,Online,0,1,3,3,2,3,0,1,4,3,0,1,2,6,22,10.5,3,0.2,10
Meera Shah,Female,School,School,BA Psychology,6,19,3,0,0,7,Often,0,1,Neutral,"No, I believe them",1,Always,3,2,4,Moderate,Hostel,2,0,7.8,0,0,0,0,2,3,3,0.341,0.389,0.336,0.752,Low,Online,0,0,3,3,2,2,2,0,0,2,1,2,4,4,23,4.2,3,0.3,13
Jyoti Kulkarni,Female,School,School,MSc Data Science,4,11,2,1,0,5,Sometimes,1,4,Tired but okay,Sometimes,4,Rarely,1,2,4,Moderate,Home,6,4,4.0,0,0,0,0,2,3,1,0.92,0.205,0.072,0.731,Critical,Online,1,0,3,3,10,3,4,1,3,2,0,1,1,10,15,14.0,5,0.3333333333333333,10
Vivek Deshmukh,Male,School,School,MSc Data Science,2,13,5,1,0,7,Always,0,1,Relieved,"No, I believe them",3,Often,4,4,5,Tight,Hostel,2,9,7.2,0,0,0,1,1,4,3,0.205,0.694,0.433,0.661,Low,Online,0,1,3,3,10,0,3,0,2,3,1,3,3,5,18,6.8,13,0.14285714285714285,16
Chinmay Kumar,Male,School,School,BA English Literature,5,15,3,0,1,7,Never,0,2,Exhausted and drained,"No, I believe them",3,Often,3,2,3,Tight,Home,4,3,8.0,0,0,0,0,2,2,2,0.424,0.874,0.274,0.596,Medium,Hybrid,0,1,3,3,1,1,1,0,2,3,0,0,3,6,19,7.0,5,0.3125,12
Gauri Patil,Female,School,School,BA Psychology,8,6,2,1,0,6,Always,1,5,Tired but okay,Sometimes,4,Sometimes,1,3,3,Moderate,Hostel,6,9,7.3,0,0,1,1,1,2,1,0.918,0.402,0.616,0.211,Critical,Offline,0,0,3,3,2,0,4,1,4,2,1,3,2,9,9,11.7,11,1.1428571428571428,10
Ishita Pawar,Female,School,School,BCom,6,15,3,1,0,8,Always,1,3,Relieved,Sometimes,3,Never,1,4,3,Moderate,Hostel,4,9,7.5,0,0,0,0,4,3,4,0.61,0.49,0.53,0.777,High,Hybrid,0,0,3,3,4,0,3,1,1,2,1,3,0,10,18,8.5,13,0.375,14
Aniket Jadhav,Male,Postgraduate,Postgraduate,Mechanical Engineering,4,10,3,0,1,6,Sometimes,0,1,Neutral,"Yes, I doubt them",1,Rarely,4,3,5,Moderate,Home,1,6,8.8,0,0,0,0,1,2,2,0.155,0.619,0.28,0.528,Low,Hybrid,0,1,2,2,11,3,2,2,3,2,0,1,1,2,16,3.1999999999999993,8,0.36363636363636365,11
Chaitali Patil,Female,Postgraduate,Postgraduate,Computer Engineering,5,15,5,1,1,4,Often,0,2,Exhausted and drained,Sometimes,2,Never,2,2,3,Comfortable,Home,6,6,6.3,0,0,0,0,4,1,2,0.527,0.564,0.568,0.15,Medium,Hybrid,0,0,2,2,6,2,1,1,1,0,0,2,0,12,19,7.7,8,0.3125,10
Madhuri Gaikwad,Female,Postgraduate,Postgraduate,BCom,7,17,3,1,1,8,Never,0,1,Energised,"Yes, I doubt them",2,Often,3,2,5,Comfortable,Home,2,9,9.1,0,1,0,0,4,2,4,0.204,0.799,0.804,0.44,Low,Offline,0,0,2,2,4,1,0,2,2,0,0,0,3,8,23,3.9000000000000004,13,0.3888888888888889,13
Bhushan Mohite,Male,Postgraduate,Postgraduate,MBBS,5,14,4,0,0,8,Always,0,1,Relieved,"No, I believe them",1,Sometimes,3,2,3,Comfortable,Hostel,4,6,8.6,0,1,0,1,2,3,2,0.275,0.712,0.464,0.854,Low,Hybrid,0,1,2,2,9,0,3,0,4,0,1,3,2,6,17,3.4000000000000004,9,0.3333333333333333,15
Nikhil Deshmukh,Male,Postgraduate,Postgraduate,BA Psychology,4,14,3,1,0,7,Sometimes,0,1,Energised,"No, I believe them",1,Always,4,3,4,Tight,Home,3,3,7.7,0,0,0,0,1,2,2,0.259,0.885,0.229,0.778,Low,Online,0,1,2,2,2,3,0,0,0,3,0,1,4,6,18,4.3,5,0.26666666666666666,12
Neha Kale,Female,Postgraduate,Postgraduate,Electronics & TC,1,8,2,0,1,6,Often,1,3,Neutral,Sometimes,4,Sometimes,1,3,3,Comfortable,Hostel,7,0,5.0,0,0,0,0,2,1,4,0.649,0.322,0.383,0.821,High,Online,0,0,2,2,7,2,2,1,4,0,1,2,2,9,12,12.0,4,0.1111111111111111,9
Uma Bhosale,Female,Postgraduate,Postgraduate,MBBS,5,22,4,0,0,5,Sometimes,0,1,Relieved,"No, I believe them",3,Sometimes,4,4,3,Moderate,PG,0,2,8.1,0,1,1,0,1,2,2,0.142,0.764,0.095,0.666,Low,Online,0,0,2,2,9,3,3,0,4,2,2,1,2,1,25,5.9,4,0.21739130434782608,11
Lavanya Jadhav,Female,Postgraduate,Postgraduate,MBA,5,15,4,0,1,7,Never,0,3,Neutral,Sometimes,3,Sometimes,3,3,5,Comfortable,Home,2,2,6.0,0,0,0,0,2,4,2,0.434,0.455,0.214,0.479,Medium,Hybrid,0,0,2,2,8,1,2,1,4,0,0,0,2,4,21,10.0,4,0.3125,15
Harsh Kale,Male,Postgraduate,Postgraduate,BA Psychology,6,18,5,1,1,5,Always,0,1,Energised,"No, I believe them",1,Rarely,4,5,4,Financially Struggling,PG,4,6,6.9,0,1,0,0,4,2,4,0.114,0.531,0.486,0.34,Low,Hybrid,0,1,2,2,2,0,0,0,3,1,2,3,1,10,23,5.1,10,0.3157894736842105,12
Yash Gaikwad,Male,Postgraduate,Postgraduate,BA Psychology,1,7,3,0,0,6,Sometimes,1,3,Tired but okay,Sometimes,3,Sometimes,2,1,3,Tight,PG,5,0,6.3,0,0,0,0,3,4,1,0.653,0.603,0.123,0.55,High,Hybrid,0,1,2,2,2,3,4,1,4,3,2,1,2,8,10,9.7,1,0.125,13
Yogita Joshi,Female,Postgraduate,Postgraduate,BCom,3,10,1,0,1,7,Sometimes,0,2,Exhausted and drained,"No, I believe them",3,Sometimes,2,4,3,Comfortable,Home,5,9,5.0,0,0,0,0,3,1,2,0.472,0.34,0.43,0.764,Medium,Online,0,0,2,2,4,3,1,0,4,0,0,1,2,8,14,10.0,11,0.2727272727272727,9
Nikhil Mehta,Male,Postgraduate,Postgraduate,Mechanical Engineering,2,10,2,0,1,6,Often,1,4,Tired but okay,"Yes, I doubt them",3,Never,1,2,1,Very Comfortable,Home,5,2,6.2,0,0,1,0,3,1,1,0.747,0.343,0.054,0.664,High,Online,0,1,2,2,11,2,4,2,1,4,0,2,0,8,12,10.8,3,0.18181818181818182,9
Parth Pawar,Male,Postgraduate,Postgraduate,B.Sc Nursing,5,8,2,1,1,7,Always,0,2,Relieved,Sometimes,4,Never,2,2,3,Tight,Hostel,6,7,4.9,0,0,0,0,3,3,1,0.547,0.307,0.666,0.298,Medium,Offline,0,1,2,2,0,0,3,1,1,3,1,3,0,11,12,11.1,8,0.5555555555555556,12
Tanmay Nair,Male,Postgraduate,Postgraduate,BCom,3,13,4,0,0,9,Never,0,1,Relieved,Sometimes,1,Often,4,2,4,Moderate,Hostel,1,9,8.9,0,0,0,1,2,4,4,0.267,0.498,0.915,0.398,Low,Offline,0,1,2,2,4,1,3,1,2,2,1,0,3,3,17,3.0999999999999996,14,0.21428571428571427,17
Parth Patil,Male,Postgraduate,Postgraduate,MSc Data Science,1,10,3,0,1,6,Always,1,3,Exhausted and drained,"No, I believe them",4,Rarely,2,2,2,Moderate,Hostel,5,7,7.0,0,0,0,0,3,1,1,0.645,0.499,0.514,0.638,High,Hybrid,0,1,2,2,10,0,1,0,3,2,1,3,1,8,13,10.0,8,0.09090909090909091,10
Bhavna Sharma,Female,Postgraduate,Postgraduate,Electronics & TC,7,23,4,1,1,7,Often,0,3,Energised,"Yes, I doubt them",2,Rarely,2,2,2,Comfortable,Relatives,3,0,8.2,0,0,0,1,2,1,2,0.546,0.673,0.347,0.678,Medium,Online,0,0,2,2,7,2,0,2,3,0,3,2,1,7,26,6.800000000000001,3,0.2916666666666667,12
Ishaan Salunkhe,Male,Postgraduate,Postgraduate,BCA,5,5,2,0,0,5,Often,1,3,Tired but okay,"Yes, I doubt them",3,Often,2,2,2,Moderate,Relatives,2,5,6.2,0,1,0,0,4,2,2,0.588,0.553,0.293,1.0,High,Online,0,1,2,2,3,2,4,2,2,2,3,2,3,6,7,9.8,7,0.8333333333333334,9
Vidya Joshi,Female,Postgraduate,Postgraduate,MBA,4,11,3,0,1,6,Always,1,4,Tired but okay,"Yes, I doubt them",4,Rarely,1,2,1,Tight,Hostel,5,4,4.0,1,0,0,0,4,4,1,0.776,0.242,0.0,0.716,Critical,Online,1,0,2,2,8,0,4,2,3,3,1,3,1,9,13,15.0,5,0.3333333333333333,13
Meera Deshpande,Female,Postgraduate,Postgraduate,MBA,3,8,3,0,1,6,Often,0,2,Relieved,"No, I believe them",3,Never,3,3,2,Moderate,Home,5,7,6.8,0,0,0,0,1,4,3,0.538,0.301,0.763,0.258,Medium,Offline,0,0,2,2,8,2,3,0,1,2,0,2,0,6,11,8.2,10,0.3333333333333333,13
Sneha Salunkhe,Female,Postgraduate,Postgraduate,Computer Engineering,6,22,5,0,1,8,Always,1,4,Energised,"Yes, I doubt them",3,Never,2,3,4,Moderate,PG,3,1,5.8,0,0,0,0,2,3,4,0.675,0.542,0.297,0.565,High,Hybrid,0,0,2,2,6,0,0,2,1,2,2,3,0,5,27,11.2,5,0.2608695652173913,16
Vivek Singh,Male,Postgraduate,Postgraduate,Civil Engineering,5,9,4,0,1,8,Often,0,1,Neutral,"Yes, I doubt them",1,Always,4,4,4,Comfortable,Hostel,3,4,6.5,0,0,1,0,2,4,4,0.154,0.761,0.324,0.846,Low,Online,0,1,2,2,5,2,2,2,0,0,1,2,4,5,14,5.5,8,0.5,16
Aarav Sharma,Male,Postgraduate,Postgraduate,Computer Engineering,3,10,2,1,1,5,Never,1,3,Neutral,Sometimes,2,Rarely,1,2,3,Comfortable,Home,4,5,4.0,1,0,0,0,1,4,2,0.754,0.563,0.454,0.791,Critical,Hybrid,1,1,2,2,6,1,2,1,3,0,0,0,1,7,14,12.0,7,0.2727272727272727,11
Ishaan Pawar,Male,Postgraduate,Postgraduate,Mechanical Engineering,7,12,3,1,0,4,Never,1,3,Neutral,"No, I believe them",1,Never,2,3,3,Moderate,Home,5,10,6.9,0,0,0,0,2,2,2,0.585,0.853,0.597,0.809,High,Hybrid,0,1,2,2,11,1,2,0,1,2,0,0,0,9,15,7.1,12,0.5384615384615384,9
Kajal Shah,Female,Postgraduate,Postgraduate,BCA,6,14,4,0,0,7,Never,0,1,Neutral,Sometimes,1,Sometimes,5,4,4,Very Comfortable,Hostel,4,3,7.7,0,1,0,1,3,3,4,0.039,0.761,0.308,0.767,Low,Online,0,0,2,2,3,1,2,1,4,4,1,0,2,7,18,4.3,8,0.4,14
Sachin Joshi,Male,Postgraduate,Postgraduate,Mechanical Engineering,4,5,4,0,0,7,Always,0,1,Energised,Sometimes,4,Often,3,3,5,Financially Struggling,Hostel,4,7,7.2,0,0,0,0,3,2,3,0.399,0.965,0.506,0.764,Medium,Hybrid,0,1,2,2,11,0,0,1,2,1,1,3,3,7,10,7.8,10,0.6666666666666666,13
Sachin Mehta,Male,Postgraduate,Postgraduate,Electronics & TC,5,7,3,0,1,6,Often,1,4,Neutral,"Yes, I doubt them",1,Sometimes,1,3,3,Comfortable,Home,5,5,6.2,0,0,0,1,2,3,3,0.635,0.449,0.493,0.628,High,Hybrid,0,1,2,2,7,2,2,2,4,0,0,2,2,7,11,8.8,9,0.625,12
Harshada Patel,Female,Postgraduate,Postgraduate,B.Sc Nursing,6,8,3,1,1,9,Never,0,2,Neutral,"No, I believe them",3,Often,3,4,3,Financially Struggling,Hostel,5,4,7.3,0,0,1,0,3,3,4,0.418,0.616,0.225,0.554,Medium,Hybrid,0,0,2,2,0,1,2,0,2,1,1,0,3,10,12,7.7,8,0.6666666666666666,15
Vidya Singh,Other,Postgraduate,Postgraduate,BA English Literature,4,15,3,0,1,7,Sometimes,0,1,Tired but okay,"No, I believe them",1,Often,4,1,5,Financially Struggling,Home,1,1,6.1,0,0,0,1,2,2,4,0.179,0.852,0.343,0.957,Low,Online,0,2,2,2,1,3,4,0,2,1,0,1,3,3,21,5.9,6,0.25,12
Siddharth Patel,Male,Postgraduate,Postgraduate,BCA,2,10,3,0,1,7,Often,1,5,Energised,"Yes, I doubt them",4,Rarely,1,3,2,Financially Struggling,Home,6,1,4.5,1,0,0,0,4,2,2,1.0,0.407,0.254,1.0,Critical,Online,1,1,2,2,3,2,0,2,3,1,0,2,1,10,13,15.5,3,0.18181818181818182,12
Aishwarya Salunkhe,Female,Postgraduate,Postgraduate,BCA,5,15,2,0,1,7,Never,0,1,Neutral,"No, I believe them",2,Often,4,3,4,Very Comfortable,Home,1,5,8.0,0,0,0,1,1,3,4,0.076,0.888,0.275,0.56,Low,Hybrid,0,0,2,2,3,1,2,0,2,4,0,0,3,2,20,5.0,10,0.3125,12
Tanmay Mehta,Male,Postgraduate,Postgraduate,Electronics & TC,3,2,3,0,0,6,Sometimes,1,3,Energised,"Yes, I doubt them",4,Always,2,3,3,Tight,PG,4,11,5.6,0,0,0,0,3,1,4,0.646,0.367,0.659,0.259,High,Offline,0,1,2,2,7,3,0,2,0,3,2,1,4,7,5,11.4,15,1.0,10
Farhan Kale,Male,Postgraduate,Postgraduate,BCA,2,13,5,1,1,6,Sometimes,0,1,Neutral,"No, I believe them",2,Sometimes,4,3,4,Moderate,Relatives,2,6,6.3,0,0,1,0,4,4,4,0.236,0.768,0.611,0.433,Low,Offline,0,1,2,2,3,3,2,0,4,2,3,1,2,8,18,6.7,10,0.14285714285714285,15
Jay Mane,Male,Postgraduate,Postgraduate,Civil Engineering,4,14,4,0,1,8,Often,0,1,Relieved,"No, I believe them",3,Always,4,2,2,Tight,Home,2,7,7.8,0,0,0,0,3,2,3,0.278,0.706,0.503,0.721,Low,Hybrid,0,1,2,2,5,2,3,0,0,3,0,2,4,5,17,6.2,10,0.26666666666666666,14
Aditi Shinde,Female,Postgraduate,Postgraduate,B.Sc Nursing,3,10,2,1,0,7,Always,1,4,Exhausted and drained,"Yes, I doubt them",4,Never,1,2,3,Comfortable,Relatives,3,7,4.5,0,0,0,1,1,2,2,0.705,0.342,0.68,0.347,High,Offline,1,0,2,2,0,0,1,2,1,0,3,3,0,6,13,13.5,10,0.2727272727272727,11
Chaitali Verma,Female,Postgraduate,Postgraduate,BCA,4,9,3,0,1,5,Sometimes,1,3,Exhausted and drained,Sometimes,3,Sometimes,2,2,3,Comfortable,Home,5,0,7.4,0,0,1,0,1,1,1,0.654,0.477,0.203,0.539,High,Hybrid,0,0,2,2,3,3,1,1,4,0,0,1,2,6,13,8.6,1,0.4,9
Aishwarya Mane,Female,Postgraduate,Postgraduate,BA English Literature,6,10,3,0,1,7,Sometimes,0,1,Neutral,"No, I believe them",4,Always,5,1,4,Financially Struggling,Hostel,6,2,8.1,0,0,1,0,3,1,2,0.105,0.768,0.297,0.754,Low,Online,0,0,2,2,1,3,2,0,0,1,1,1,4,9,15,6.9,4,0.5454545454545454,11
Chinmay Deshmukh,Male,Postgraduate,Postgraduate,B.Sc Nursing,4,10,5,0,1,5,Always,0,2,Neutral,Sometimes,3,Often,3,5,5,Tight,Hostel,6,1,5.8,0,0,1,0,3,1,2,0.406,0.024,0.395,0.771,Medium,Online,0,1,2,2,0,0,2,1,2,3,1,3,3,9,16,9.2,3,0.36363636363636365,11
