name,gender,student_type,education_level,branch,study_hours,attend_hours,confidence,prefers_online_video,active_learner,sleep_hours,sleep_racing,exam_blank,overwhelm,friday_mood,self_doubt,workload_freq,goal_setting_freq,time_enough,puzzle_score,engagement,financial_stress,living_situation,phone_hours,friends_count,sgpa,atkt,has_internship,has_job,in_club,edtech_platforms,hobbies_count,social_interaction_freq,stress_base,motivation_base,social_base,digital_base,stress_level,learning_mode,at_risk_flag
Vivek Shah,Male,Postgraduate,Postgraduate,BCom,4,16,3,1,0,5,Never,0,2,Energised,"No, I believe them",1,Sometimes,4,4,4,Tight,Home,5,1,5.6,0,0,1,0,1,4,3,0.319,0.608,0.148,0.599,Low,Hybrid,0
Pranav Pawar,Male,Postgraduate,Postgraduate,Civil Engineering,4,15,5,0,1,7,Never,0,1,Tired but okay,"No, I believe them",2,Always,4,4,3,Very Comfortable,Home,1,7,7.6,0,1,0,1,4,2,4,0.246,0.811,0.636,0.188,Low,Offline,0
Vidya Sharma,Female,Postgraduate,Postgraduate,MBA,4,9,4,0,1,6,Often,1,2,Tired but okay,"Yes, I doubt them",4,Never,2,3,2,Tight,Home,6,5,6.2,0,1,0,1,1,1,2,0.558,0.244,0.455,0.967,High,Hybrid,0
Tanmay Sharma,Male,Postgraduate,Postgraduate,Mechanical Engineering,1,14,2,0,1,6,Always,1,4,Exhausted and drained,Sometimes,3,Rarely,1,4,3,Moderate,Home,5,7,5.3,1,1,0,1,1,3,4,0.617,0.184,0.794,0.519,High,Hybrid,1
Chaitali Nair,Female,Postgraduate,Postgraduate,Mechanical Engineering,5,20,4,1,1,7,Never,0,2,Tired but okay,Sometimes,2,Sometimes,3,4,4,Financially Struggling,Hostel,5,1,6.1,0,0,0,0,4,2,1,0.407,1.0,0.271,0.894,Medium,Online,0
Chaitali Kale,Female,Postgraduate,Postgraduate,Computer Engineering,5,15,4,0,1,7,Sometimes,0,2,Tired but okay,"No, I believe them",2,Often,2,3,4,Comfortable,Hostel,3,7,6.6,0,0,0,0,1,3,4,0.498,0.496,0.584,0.307,Medium,Hybrid,0
Divya Verma,Female,Postgraduate,Postgraduate,Civil Engineering,3,21,2,1,0,4,Always,1,4,Relieved,"Yes, I doubt them",3,Sometimes,1,1,1,Comfortable,Home,6,3,5.3,0,1,0,0,4,4,2,0.661,0.335,0.541,0.575,High,Hybrid,0
Uma Bhosale,Female,Postgraduate,Postgraduate,Mechanical Engineering,6,17,2,0,0,3,Often,1,4,Exhausted and drained,"Yes, I doubt them",4,Rarely,2,4,2,Tight,PG,4,1,5.2,0,0,1,0,2,1,2,0.785,0.569,0.273,0.852,Critical,Online,0
Harsh Kale,Male,Postgraduate,Postgraduate,Computer Engineering,5,23,3,0,0,6,Never,0,2,Tired but okay,"No, I believe them",4,Always,2,4,4,Comfortable,PG,3,8,8.8,0,1,0,0,2,4,4,0.465,0.754,0.66,0.486,Medium,Offline,0
Vidya Mehta,Female,Postgraduate,Postgraduate,MBA,3,13,3,0,1,4,Never,0,1,Tired but okay,"Yes, I doubt them",2,Often,3,4,4,Tight,Home,6,4,5.8,0,1,0,0,3,4,3,0.359,0.399,0.411,0.25,Medium,Hybrid,0
Arjun Verma,Male,Postgraduate,Postgraduate,MBBS,4,12,2,0,1,4,Always,1,4,Neutral,"No, I believe them",4,Often,1,3,2,Financially Struggling,Hostel,5,8,4.8,1,0,0,1,1,4,2,0.851,0.388,0.696,0.284,Critical,Offline,1
Ishaan More,Male,Postgraduate,Postgraduate,Computer Engineering,4,17,3,0,1,9,Never,0,1,Relieved,"No, I believe them",2,Often,4,2,4,Moderate,Home,5,6,6.9,0,0,0,1,1,1,4,0.129,0.577,0.845,0.371,Low,Offline,0
Siddharth Shah,Male,Postgraduate,Postgraduate,MBA,5,2,2,0,0,4,Sometimes,1,3,Exhausted and drained,"No, I believe them",3,Never,2,1,3,Moderate,Home,6,4,4.6,0,0,0,1,1,3,1,0.601,0.198,0.308,0.826,High,Online,1
Riya Pawar,Female,Postgraduate,Postgraduate,Mechanical Engineering,2,6,2,0,0,6,Always,1,2,Exhausted and drained,"No, I believe them",3,Rarely,2,4,2,Tight,Home,4,2,5.1,1,0,0,0,1,3,1,0.609,0.546,0.185,0.657,High,Online,1
Bhakti Kumar,Female,Postgraduate,Postgraduate,Electronics & TC,3,10,2,0,1,6,Sometimes,1,4,Neutral,"No, I believe them",3,Always,1,3,3,Moderate,Hostel,1,0,6.1,0,0,0,1,3,3,2,0.771,0.273,0.278,0.83,Critical,Online,1
Sachin Sharma,Male,Postgraduate,Postgraduate,MSc Data Science,5,20,2,1,0,4,Often,1,3,Relieved,"Yes, I doubt them",4,Rarely,2,4,2,Financially Struggling,PG,6,5,5.6,0,1,1,0,3,2,2,0.754,0.096,0.217,0.7,Critical,Online,1
Rohan More,Male,Postgraduate,Postgraduate,MSc Data Science,4,20,3,1,1,7,Always,0,2,Relieved,"No, I believe them",4,Always,3,2,5,Financially Struggling,Hostel,1,9,7.2,0,0,0,0,2,4,4,0.357,0.85,0.527,0.74,Medium,Hybrid,0
Uday Mohite,Male,Postgraduate,Postgraduate,Mechanical Engineering,4,7,4,0,0,6,Often,1,4,Tired but okay,Sometimes,3,Often,1,4,3,Very Comfortable,PG,1,3,5.2,0,0,0,0,1,2,3,0.883,0.532,0.236,0.704,Critical,Online,0
Kunal Verma,Male,Postgraduate,Postgraduate,Civil Engineering,3,12,3,1,1,7,Sometimes,1,3,Exhausted and drained,"No, I believe them",3,Rarely,2,2,2,Moderate,Home,7,6,6.3,0,0,0,1,4,1,1,0.692,0.349,0.644,0.353,High,Offline,0
Divya Verma,Female,Postgraduate,Postgraduate,MBA,4,9,1,0,1,5,Always,1,4,Exhausted and drained,"No, I believe them",4,Always,2,2,2,Comfortable,Home,6,3,5.5,0,1,0,0,3,2,4,0.692,0.0,0.087,0.723,High,Online,1
Akash Kumar,Male,Postgraduate,Postgraduate,BCA,6,9,4,1,0,5,Often,0,3,Exhausted and drained,"Yes, I doubt them",4,Often,3,3,5,Financially Struggling,Home,7,7,6.2,0,1,0,0,2,4,1,0.44,0.384,0.517,0.853,Medium,Hybrid,0
Sneha Sharma,Female,Postgraduate,Postgraduate,B.Sc Nursing,4,15,2,0,1,4,Always,1,3,Relieved,Sometimes,4,Sometimes,2,1,4,Very Comfortable,PG,5,3,5.2,1,0,0,0,4,3,2,0.63,0.202,0.971,0.28,High,Offline,1
Rahul Shinde,Male,Postgraduate,Postgraduate,B.Sc Nursing,4,9,2,0,1,7,Always,1,3,Neutral,Sometimes,3,Never,1,1,4,Comfortable,Hostel,4,3,6.8,0,0,0,0,3,3,1,0.666,0.615,0.611,0.218,High,Offline,0
Chinmay Mohite,Other,Postgraduate,Postgraduate,Mechanical Engineering,4,3,2,0,1,6,Always,0,3,Exhausted and drained,"No, I believe them",3,Sometimes,2,5,4,Moderate,Home,4,7,6.2,0,0,0,0,4,3,2,0.457,0.409,0.787,0.413,Medium,Offline,0
Aarav Sharma,Male,Postgraduate,Postgraduate,B.Sc Nursing,5,5,4,1,1,7,Sometimes,0,2,Relieved,"No, I believe them",2,Always,4,2,4,Moderate,PG,3,6,5.5,0,0,0,0,1,2,4,0.3,0.863,0.705,0.534,Low,Hybrid,0
Zara Sawant,Female,Postgraduate,Postgraduate,Electronics & TC,3,8,3,1,0,4,Often,0,3,Exhausted and drained,"No, I believe them",4,Often,2,2,3,Comfortable,Relatives,4,2,4.4,1,0,1,1,3,3,1,0.415,0.469,0.291,0.636,Medium,Hybrid,1
Madhuri Pawar,Female,Postgraduate,Postgraduate,BA Psychology,5,16,4,0,1,6,Always,1,2,Neutral,"No, I believe them",2,Sometimes,3,3,3,Moderate,Home,4,1,9.3,0,1,0,0,2,1,1,0.57,0.783,0.21,0.916,High,Online,0
Gaurav Pawar,Male,Postgraduate,Postgraduate,Electronics & TC,3,6,1,0,0,5,Always,1,4,Exhausted and drained,Sometimes,3,Always,1,3,3,Moderate,Home,6,8,5.7,0,0,0,0,3,2,1,0.775,0.305,0.48,0.344,Critical,Hybrid,0
Harshada Patel,Female,Postgraduate,Postgraduate,Electronics & TC,4,14,4,0,1,8,Sometimes,0,2,Neutral,"No, I believe them",2,Often,2,1,3,Moderate,Home,3,7,7.6,0,0,0,1,3,3,4,0.417,0.705,0.515,0.252,Medium,Hybrid,0
Manish Patil,Male,Postgraduate,Postgraduate,Civil Engineering,5,6,3,1,1,7,Sometimes,1,4,Tired but okay,"No, I believe them",4,Rarely,1,2,2,Comfortable,Home,3,0,6.7,0,0,0,0,1,1,2,0.721,0.295,0.314,0.82,High,Online,1
Ishita Shinde,Female,Postgraduate,Postgraduate,BCom,4,14,4,1,1,7,Sometimes,0,3,Exhausted and drained,"No, I believe them",2,Sometimes,3,5,4,Comfortable,Home,5,0,6.0,0,0,0,1,4,2,1,0.476,0.338,0.355,0.969,Medium,Online,0
Priya Mohite,Female,Postgraduate,Postgraduate,MBBS,3,15,2,1,0,5,Sometimes,1,3,Neutral,"No, I believe them",3,Rarely,1,2,3,Moderate,PG,3,11,7.2,0,0,0,0,4,4,1,0.735,0.563,0.4,0.376,High,Hybrid,0
Ishaan Mohite,Male,Postgraduate,Postgraduate,Mechanical Engineering,2,3,2,0,0,4,Often,1,3,Relieved,"No, I believe them",3,Rarely,2,2,2,Moderate,PG,3,0,4.6,0,0,0,0,1,2,3,0.726,0.522,0.4,1.0,High,Online,1
Harsh Kale,Male,Arts_Commerce,Arts Commerce,MSc Data Science,1,0,3,0,1,6,Always,1,4,Neutral,"Yes, I doubt them",4,Rarely,1,5,1,Comfortable,Home,8,2,6.3,0,0,0,1,3,1,1,0.784,0.285,0.31,0.805,Critical,Online,1
Gauri Pawar,Female,Arts_Commerce,Arts Commerce,Computer Engineering,3,10,3,0,1,3,Sometimes,1,4,Exhausted and drained,Sometimes,4,Sometimes,2,4,2,Comfortable,Home,3,0,6.3,0,1,0,0,1,4,1,0.712,0.72,0.392,0.998,High,Online,0
Meera Nair,Female,Arts_Commerce,Arts Commerce,Computer Engineering,5,8,3,1,1,4,Always,1,4,Neutral,"Yes, I doubt them",4,Rarely,1,2,2,Moderate,Home,3,8,5.4,1,0,0,0,4,4,1,0.83,0.401,0.659,0.31,Critical,Offline,1
Chinmay Patil,Male,Arts_Commerce,Arts Commerce,Mechanical Engineering,6,6,2,0,0,3,Sometimes,1,4,Exhausted and drained,Sometimes,4,Often,1,3,1,Moderate,Home,8,5,5.4,0,0,1,0,1,1,3,0.86,0.631,0.886,0.308,Critical,Offline,0
Vivek Sharma,Male,Arts_Commerce,Arts Commerce,Electronics & TC,3,16,2,0,1,6,Always,0,3,Relieved,Sometimes,1,Rarely,3,4,4,Moderate,PG,3,1,9.5,0,0,0,0,2,4,4,0.366,0.485,0.224,0.434,Medium,Hybrid,0
Aniket Salunkhe,Male,Arts_Commerce,Arts Commerce,BA Psychology,4,17,3,1,1,6,Never,0,2,Relieved,"No, I believe them",2,Rarely,3,2,4,Moderate,Home,3,3,6.3,0,0,0,0,4,1,4,0.21,0.476,0.348,0.724,Low,Online,0
Gaurav Salunkhe,Male,Arts_Commerce,Arts Commerce,Mechanical Engineering,9,17,4,0,1,7,Never,0,1,Tired but okay,"No, I believe them",2,Often,4,1,4,Moderate,Home,7,5,6.4,0,0,1,0,3,1,4,0.205,0.615,0.931,0.222,Low,Offline,0
Eshan Deshpande,Male,Arts_Commerce,Arts Commerce,MBA,5,7,4,0,0,7,Often,1,5,Exhausted and drained,"No, I believe them",2,Rarely,1,2,1,Comfortable,Hostel,5,2,6.5,0,0,1,1,1,1,2,0.904,0.423,0.306,0.657,Critical,Online,0
Siddharth Sharma,Male,Arts_Commerce,Arts Commerce,BA English Literature,2,6,3,0,0,5,Sometimes,1,4,Exhausted and drained,"Yes, I doubt them",2,Never,1,3,3,Tight,Hostel,5,4,5.7,0,0,0,1,4,4,2,0.711,0.5,0.448,0.282,High,Hybrid,0
Karan More,Male,Arts_Commerce,Arts Commerce,Computer Engineering,5,19,5,0,0,6,Sometimes,0,1,Relieved,"Yes, I doubt them",2,Often,4,3,3,Moderate,Home,4,6,7.0,0,0,0,0,1,2,2,0.178,0.479,0.621,0.655,Low,Hybrid,0
Neha Gaikwad,Female,Arts_Commerce,Arts Commerce,Mechanical Engineering,3,11,2,0,1,5,Always,1,5,Exhausted and drained,"Yes, I doubt them",3,Never,1,4,3,Tight,Hostel,4,5,4.0,1,1,1,0,3,2,3,0.792,0.408,0.713,0.28,Critical,Offline,1
Waqar Gaikwad,Male,Arts_Commerce,Arts Commerce,B.Sc Nursing,5,16,3,1,0,7,Never,0,1,Neutral,Sometimes,1,Sometimes,4,3,3,Tight,PG,2,3,6.2,0,0,0,0,4,1,4,0.107,0.537,1.0,0.613,Low,Hybrid,0
Jay Bhosale,Male,Arts_Commerce,Arts Commerce,MSc Data Science,6,17,5,0,0,7,Never,0,1,Relieved,"No, I believe them",2,Often,5,4,2,Comfortable,Relatives,2,0,7.1,0,0,0,0,4,2,3,0.183,0.828,0.387,0.749,Low,Online,0
Jay Mane,Male,Arts_Commerce,Arts Commerce,BCom,5,5,3,0,0,4,Often,1,4,Tired but okay,Sometimes,4,Sometimes,2,5,3,Comfortable,Relatives,4,5,4.0,1,0,0,0,2,3,2,0.812,0.124,0.485,0.695,Critical,Hybrid,1
Bhushan Salunkhe,Male,Arts_Commerce,Arts Commerce,BCA,4,12,2,0,1,5,Never,1,4,Exhausted and drained,"Yes, I doubt them",4,Never,2,4,4,Comfortable,Home,5,9,4.4,0,0,0,0,2,1,1,0.818,0.435,0.425,0.699,Critical,Online,1
Bhakti Salunkhe,Female,Arts_Commerce,Arts Commerce,Electronics & TC,1,5,4,1,0,5,Often,1,3,Tired but okay,"No, I believe them",2,Never,3,3,2,Comfortable,Home,4,4,4.9,0,0,0,0,2,2,1,0.654,0.448,0.5,0.984,High,Hybrid,1
Rohan Salunkhe,Male,Arts_Commerce,Arts Commerce,Mechanical Engineering,4,14,4,1,1,6,Never,0,1,Energised,"No, I believe them",1,Often,3,3,4,Comfortable,Relatives,3,8,8.3,0,0,0,0,4,4,3,0.388,0.844,0.792,0.511,Medium,Hybrid,0
Tanvi Salunkhe,Female,Arts_Commerce,Arts Commerce,B.Sc Nursing,7,16,4,0,1,8,Sometimes,0,2,Energised,"No, I believe them",1,Always,2,4,4,Comfortable,Hostel,4,6,7.9,0,0,0,0,1,1,2,0.417,0.941,0.853,0.552,Medium,Hybrid,0
Sachin Shinde,Male,Arts_Commerce,Arts Commerce,MBBS,7,17,4,0,1,6,Always,1,3,Tired but okay,Sometimes,2,Sometimes,2,2,4,Tight,Hostel,1,8,6.1,0,0,0,1,2,3,4,0.607,0.456,0.566,0.355,High,Hybrid,0
Chaitali Kulkarni,Female,Arts_Commerce,Arts Commerce,B.Sc Nursing,3,13,2,1,1,6,Sometimes,1,4,Tired but okay,"No, I believe them",3,Never,1,2,2,Comfortable,Home,3,9,4.9,1,0,0,0,3,4,1,0.834,0.164,0.51,0.007,Critical,Hybrid,1
Yash Patel,Male,Arts_Commerce,Arts Commerce,Mechanical Engineering,5,8,4,0,0,7,Sometimes,0,3,Neutral,Sometimes,2,Always,2,3,4,Moderate,Hostel,6,8,9.0,0,0,0,1,4,4,4,0.445,0.76,0.508,0.799,Medium,Hybrid,0
Aditi Mehta,Female,Arts_Commerce,Arts Commerce,Civil Engineering,1,15,2,1,1,4,Often,0,3,Exhausted and drained,"No, I believe them",4,Rarely,3,4,2,Tight,Home,7,8,6.8,0,0,0,0,2,3,3,0.509,0.342,0.619,0.591,Medium,Hybrid,0
Lavanya Verma,Female,Arts_Commerce,Arts Commerce,MBBS,5,7,4,1,1,5,Often,0,3,Neutral,"No, I believe them",1,Sometimes,3,4,4,Financially Struggling,Hostel,3,4,7.0,0,0,0,0,3,2,4,0.351,0.887,0.233,0.652,Medium,Online,0
Madhuri Kulkarni,Female,Arts_Commerce,Arts Commerce,Computer Engineering,2,9,2,1,1,6,Never,0,1,Energised,"No, I believe them",4,Always,3,1,4,Tight,Hostel,5,8,5.1,1,0,0,1,4,4,1,0.393,0.807,0.64,0.218,Medium,Offline,1
Bhakti Deshpande,Female,Arts_Commerce,Arts Commerce,MBBS,7,13,5,1,1,7,Always,0,1,Neutral,"No, I believe them",2,Always,4,3,5,Moderate,Home,2,8,7.1,0,0,0,1,2,2,4,0.153,0.725,0.847,0.208,Low,Offline,0
Uday Shinde,Male,Arts_Commerce,Arts Commerce,Mechanical Engineering,6,10,2,1,0,6,Never,0,1,Tired but okay,"No, I believe them",2,Sometimes,3,2,5,Tight,Relatives,5,6,6.0,0,0,0,0,4,3,3,0.36,0.403,0.744,0.379,Medium,Offline,0
Tanmay Sawant,Male,Arts_Commerce,Arts Commerce,BA Psychology,5,17,4,0,1,4,Sometimes,0,1,Tired but okay,"No, I believe them",1,Often,5,4,3,Very Comfortable,PG,5,6,8.2,0,0,0,0,3,1,2,0.0,0.759,0.655,0.098,Low,Offline,0
Riya Salunkhe,Female,Arts_Commerce,Arts Commerce,MBBS,4,16,4,1,1,8,Never,0,1,Neutral,"No, I believe them",1,Never,5,4,4,Comfortable,Home,1,1,7.4,0,0,0,1,3,1,4,0.0,0.875,0.234,0.622,Low,Hybrid,0
Aishwarya Jadhav,Female,Arts_Commerce,Arts Commerce,Computer Engineering,6,11,3,0,1,5,Always,1,3,Energised,"No, I believe them",3,Never,2,2,3,Tight,Home,4,1,5.8,0,0,0,0,4,3,2,0.577,0.363,0.325,0.841,High,Online,0
Bhavna Pawar,Female,Arts_Commerce,Arts Commerce,Electronics & TC,2,16,4,0,1,7,Sometimes,0,2,Relieved,"Yes, I doubt them",3,Often,3,5,3,Moderate,Home,4,8,7.8,0,1,0,0,3,3,4,0.403,0.39,0.968,0.308,Medium,Offline,0
Rahul Patil,Male,Arts_Commerce,Arts Commerce,B.Sc Nursing,1,11,3,1,0,7,Always,1,3,Tired but okay,"No, I believe them",1,Sometimes,1,3,3,Tight,Home,3,9,7.9,0,1,0,1,3,2,3,0.671,0.41,0.772,0.223,High,Offline,0
Rohan Kulkarni,Male,Arts_Commerce,Arts Commerce,MBBS,1,14,1,0,0,5,Often,1,4,Relieved,"Yes, I doubt them",4,Often,1,3,3,Tight,Home,10,7,4.4,0,0,0,1,1,1,2,0.735,0.311,0.883,0.183,High,Offline,1
Rohan Pawar,Male,Arts_Commerce,Arts Commerce,MBA,4,20,4,1,1,7,Never,0,1,Relieved,Sometimes,3,Always,4,2,4,Very Comfortable,Home,2,5,8.2,0,0,0,0,1,4,3,0.144,0.953,0.687,0.459,Low,Offline,0
Bhakti Jadhav,Female,Arts_Commerce,Arts Commerce,MSc Data Science,2,11,2,1,1,7,Always,1,3,Tired but okay,"Yes, I doubt them",3,Never,3,2,4,Moderate,Home,6,8,7.3,0,0,0,0,1,3,2,0.556,0.382,0.652,0.062,High,Offline,0
Tanvi Mohite,Female,Arts_Commerce,Arts Commerce,Computer Engineering,5,12,4,1,0,7,Always,1,3,Energised,Sometimes,4,Often,2,3,4,Comfortable,Relatives,3,5,5.8,0,0,0,0,3,2,4,0.598,0.702,0.708,0.554,High,Hybrid,0
Uday Mane,Male,Arts_Commerce,Arts Commerce,BCom,5,7,4,0,1,7,Often,0,3,Tired but okay,Sometimes,4,Sometimes,3,4,2,Tight,Hostel,5,4,4.4,1,1,0,0,3,2,2,0.544,0.242,0.34,0.738,Medium,Online,1
Harsh Joshi,Male,Arts_Commerce,Arts Commerce,Computer Engineering,5,13,3,1,0,6,Sometimes,0,1,Tired but okay,"No, I believe them",2,Always,5,3,4,Moderate,Home,2,9,6.8,0,0,0,0,2,2,3,0.0,0.604,0.556,0.203,Low,Hybrid,0
Tanmay Jadhav,Male,Arts_Commerce,Arts Commerce,BCom,3,8,2,1,1,6,Never,0,1,Tired but okay,Sometimes,4,Always,5,3,2,Financially Struggling,Home,2,5,7.0,0,0,0,0,1,2,2,0.193,0.553,0.865,0.192,Low,Offline,0
Rohan Bhosale,Male,Arts_Commerce,Arts Commerce,Civil Engineering,5,13,3,0,1,6,Always,1,4,Exhausted and drained,"Yes, I doubt them",3,Never,2,4,3,Moderate,Home,3,6,8.4,0,0,0,0,3,1,3,0.745,0.382,0.582,0.387,High,Hybrid,0
Aditi Shinde,Female,Arts_Commerce,Arts Commerce,BA Psychology,7,13,4,1,0,8,Often,0,1,Relieved,"No, I believe them",1,Sometimes,3,2,5,Tight,Home,2,1,6.5,0,0,0,0,1,1,3,0.345,0.695,0.389,0.353,Low,Hybrid,0
Geeta Nair,Female,Arts_Commerce,Arts Commerce,MSc Data Science,7,18,4,0,1,7,Sometimes,0,1,Neutral,Sometimes,2,Always,5,2,5,Comfortable,PG,1,11,6.7,0,0,0,0,1,2,4,0.163,0.719,0.575,0.527,Low,Hybrid,0
Bhakti Kale,Female,Arts_Commerce,Arts Commerce,BCA,4,16,4,0,1,7,Sometimes,0,2,Relieved,"No, I believe them",1,Often,3,4,4,Tight,Home,0,8,9.5,0,0,0,1,3,3,3,0.415,0.959,0.58,0.157,Medium,Hybrid,0
Yash Mehta,Male,Arts_Commerce,Arts Commerce,BCA,5,16,4,1,0,7,Never,0,2,Neutral,Sometimes,2,Always,2,3,4,Tight,Hostel,4,9,8.8,0,1,0,0,1,2,2,0.44,0.759,0.603,0.231,Medium,Offline,0
Ishaan Kumar,Male,Arts_Commerce,Arts Commerce,Civil Engineering,7,12,4,0,0,7,Often,0,1,Energised,"No, I believe them",2,Always,5,1,5,Very Comfortable,Hostel,3,5,9.2,0,0,0,0,4,4,2,0.025,0.908,0.671,0.407,Low,Offline,0
Zara Mehta,Female,Arts_Commerce,Arts Commerce,BA Psychology,8,8,4,1,1,6,Often,0,2,Relieved,Sometimes,2,Sometimes,2,4,2,Moderate,Hostel,3,7,7.1,0,0,0,1,3,4,1,0.458,0.715,0.616,0.41,Medium,Offline,0
Geeta Mohite,Female,Arts_Commerce,Arts Commerce,Electronics & TC,2,10,1,0,1,6,Always,1,3,Exhausted and drained,"No, I believe them",4,Sometimes,1,1,3,Moderate,Home,4,1,5.8,0,0,0,0,2,1,3,0.731,0.351,0.174,0.78,High,Online,0
Jyoti Mane,Female,Arts_Commerce,Arts Commerce,MBBS,2,21,4,0,1,7,Always,1,3,Tired but okay,"Yes, I doubt them",3,Sometimes,2,4,2,Very Comfortable,Relatives,5,6,7.0,0,0,0,0,1,4,4,0.565,1.0,0.664,0.468,High,Offline,0
Kunal Nair,Male,Arts_Commerce,Arts Commerce,MBA,2,8,2,1,0,4,Always,0,2,Exhausted and drained,"No, I believe them",3,Rarely,2,3,4,Comfortable,Home,3,11,4.6,0,0,0,0,2,1,4,0.492,0.264,0.464,0.657,Medium,Hybrid,0
Waqar Nair,Male,Arts_Commerce,Arts Commerce,B.Sc Nursing,5,22,2,0,0,7,Often,0,2,Exhausted and drained,Sometimes,3,Often,3,3,4,Comfortable,Hostel,6,1,7.3,0,0,0,0,1,2,4,0.442,0.654,0.165,0.941,Medium,Online,0
Manish Deshmukh,Male,Arts_Commerce,Arts Commerce,Electronics & TC,6,14,3,1,1,6,Never,0,1,Relieved,"Yes, I doubt them",2,Often,5,1,4,Comfortable,Home,3,5,7.0,0,0,0,0,1,4,3,0.206,0.884,0.419,0.788,Low,Online,0
Priya Nair,Female,Arts_Commerce,Arts Commerce,Civil Engineering,4,6,4,0,1,6,Sometimes,1,4,Neutral,Sometimes,3,Rarely,2,3,2,Moderate,Hostel,2,6,9.2,0,1,0,0,3,4,2,0.559,0.718,0.463,0.765,High,Hybrid,0
Gaurav Singh,Male,Arts_Commerce,Arts Commerce,BCA,5,14,1,0,1,6,Often,1,4,Relieved,Sometimes,3,Never,1,2,1,Comfortable,Hostel,6,7,4.7,0,0,0,1,3,3,3,0.72,0.667,0.613,0.0,High,Offline,1
Farhan Jadhav,Male,Arts_Commerce,Arts Commerce,BA Psychology,3,6,2,1,1,3,Always,1,4,Exhausted and drained,"Yes, I doubt them",4,Never,1,4,3,Comfortable,Hostel,4,6,6.1,0,0,0,0,1,1,1,0.839,0.492,0.663,0.284,Critical,Offline,0
Arjun Nair,Male,Arts_Commerce,Arts Commerce,Civil Engineering,7,11,4,0,1,4,Always,1,4,Tired but okay,Sometimes,3,Never,1,2,2,Moderate,Home,3,9,5.8,0,0,0,1,1,1,4,0.721,0.402,0.503,0.461,High,Hybrid,0
Aarav Bhosale,Male,Arts_Commerce,Arts Commerce,BA Psychology,6,8,4,0,1,6,Sometimes,0,1,Energised,Sometimes,2,Always,4,4,3,Tight,PG,5,6,6.4,0,1,0,0,4,1,1,0.07,0.531,0.796,0.481,Low,Offline,0
Divya Shinde,Female,Arts_Commerce,Arts Commerce,BA Psychology,3,20,4,0,0,7,Sometimes,0,1,Neutral,Sometimes,2,Never,5,3,4,Comfortable,Home,5,8,6.7,0,0,0,0,3,4,2,0.09,0.377,0.645,0.266,Low,Offline,0
Akash Kumar,Male,Arts_Commerce,Arts Commerce,Mechanical Engineering,7,12,3,0,1,6,Sometimes,0,1,Neutral,Sometimes,2,Rarely,4,2,4,Comfortable,Relatives,4,3,7.4,0,0,0,0,1,3,1,0.173,0.791,0.237,0.735,Low,Online,0
Siddharth Pawar,Male,Arts_Commerce,Arts Commerce,BCA,5,16,1,1,1,6,Never,0,1,Relieved,"No, I believe them",3,Often,5,2,4,Comfortable,PG,2,5,6.4,0,0,0,0,2,1,2,0.19,0.565,0.254,0.694,Low,Online,0
Ishita Kumar,Female,Arts_Commerce,Arts Commerce,BA Psychology,8,13,3,0,1,6,Often,0,2,Energised,Sometimes,3,Rarely,3,4,4,Moderate,Hostel,3,8,6.6,0,0,0,0,1,4,2,0.53,0.324,0.53,0.24,Medium,Hybrid,0
Ekta Pawar,Female,Arts_Commerce,Arts Commerce,Civil Engineering,2,7,4,1,0,7,Sometimes,0,1,Tired but okay,"No, I believe them",2,Often,5,2,3,Moderate,Home,3,9,6.9,0,0,0,1,3,3,1,0.237,0.535,0.596,0.565,Low,Hybrid,0
Uday Pawar,Male,Arts_Commerce,Arts Commerce,Computer Engineering,7,14,5,0,1,5,Sometimes,0,2,Neutral,Sometimes,1,Often,2,4,5,Financially Struggling,Relatives,4,5,8.9,0,1,0,0,3,4,2,0.466,0.642,0.64,0.422,Medium,Offline,0
Karan Pawar,Male,Arts_Commerce,Arts Commerce,MBA,5,18,2,0,1,7,Never,0,2,Neutral,Sometimes,2,Often,1,2,3,Comfortable,Hostel,3,5,6.8,0,0,0,0,4,3,2,0.396,0.546,0.577,0.349,Medium,Hybrid,0
Uma Singh,Female,Arts_Commerce,Arts Commerce,Electronics & TC,5,14,2,0,1,6,Sometimes,1,3,Exhausted and drained,Sometimes,2,Rarely,2,3,3,Moderate,Home,5,7,5.9,0,0,0,0,4,2,1,0.73,0.279,0.618,0.581,High,Hybrid,1
Bhushan Sharma,Male,Arts_Commerce,Arts Commerce,MSc Data Science,5,14,2,1,1,5,Always,1,5,Exhausted and drained,Sometimes,3,Sometimes,1,2,2,Comfortable,Hostel,6,0,5.2,1,1,0,0,4,4,3,0.868,0.555,0.139,0.817,Critical,Online,1
Kirti Sharma,Female,Arts_Commerce,Arts Commerce,Electronics & TC,7,18,3,0,1,8,Often,0,2,Relieved,"No, I believe them",2,Often,3,3,5,Tight,Hostel,3,5,7.3,0,0,0,0,1,3,4,0.35,0.5,0.613,0.4,Low,Offline,0
Kirti Pawar,Female,Arts_Commerce,Arts Commerce,MBA,5,21,4,0,1,7,Never,0,2,Neutral,"No, I believe them",1,Sometimes,5,3,4,Very Comfortable,Home,3,2,5.8,0,0,0,0,1,3,4,0.085,0.507,0.108,0.806,Low,Online,0
